Test Case,Fault,Command
t449,[],-P [ 0 2 0 < ../inputs/input/tc.149]
t450,[],-P [ 0 3 0 < ../inputs/input/tc.150]
t451,[],-P [ 0 0 0 < ../inputs/input/tc.151]
t452,[],-P [ 0 0 2 < ../inputs/input/tc.152]
t453,[],-P [ 0 0 0 < ../inputs/input/tc.153]
t454,[],-P [ 3 0 0 < ../inputs/input/tc.154]
t455,[],-P [ 1 4 3 < ../inputs/input/tc.155]
t456,[],-P [ 0 0 0 < ../inputs/input/tc.156]
t457,[],-P [ 2 1 4 < ../inputs/input/tc.157]
t458,[],-P [ 0 0 0 < ../inputs/input/tc.158]
t459,[],-P [ 0 0 0 < ../inputs/input/tc.159]
t460,[],-P [ 3 0 0 < ../inputs/input/tc.160]
t461,[],-P [ 0 2 0 < ../inputs/input/tc.161]
t462,[],-P [ 0 0 3 < ../inputs/input/tc.162]
t463,[],-P [ 0 0 0 < ../inputs/input/tc.163]
t464,[],-P [ 0 0 0 < ../inputs/input/tc.164]
t465,[],-P [ 0 4 0 < ../inputs/input/tc.165]
t466,[],-P [ 0 1 0 < ../inputs/input/tc.166]
t467,[],-P [ 0 0 0 < ../inputs/input/tc.167]
t468,[],-P [ 4 3 1 < ../inputs/input/tc.168]
t469,[],-P [ 0 0 0 < ../inputs/input/tc.169]
t470,[],-P [ 0 0 0 < ../inputs/input/tc.170]
t471,[],-P [ 2 0 0 < ../inputs/input/tc.171]
t472,[],-P [ 0 0 0 < ../inputs/input/tc.172]
t473,[],-P [ 4 3 1 < ../inputs/input/tc.173]
t474,[],-P [ 0 0 0 < ../inputs/input/tc.174]
t475,[],-P [ 0 0 0 < ../inputs/input/tc.175]
t476,[],-P [ 1 0 0 < ../inputs/input/tc.176]
t477,[],-P [ 0 0 0 < ../inputs/input/tc.177]
t478,[],-P [ 3 3 1 < ../inputs/input/tc.178]
t479,[],-P [ 0 0 0 < ../inputs/input/tc.179]
t480,[],-P [ 0 0 0 < ../inputs/input/tc.180]
t481,[],-P [ 0 0 0 < ../inputs/input/tc.181]
t482,[],-P [ 0 0 2 < ../inputs/input/tc.182]
t483,[],-P [ 0 0 2 < ../inputs/input/tc.183]
t484,[],-P [ 0 0 0 < ../inputs/input/tc.184]
t485,[],-P [ 3 1 1 < ../inputs/input/tc.185]
t486,[],-P [ 1 0 0 < ../inputs/input/tc.186]
t487,[],-P [ 4 0 0 < ../inputs/input/tc.187]
t488,[],-P [ 0 0 1 < ../inputs/input/tc.188]
t489,[],-P [ 0 0 0 < ../inputs/input/tc.189]
t490,[],-P [ 0 0 0 < ../inputs/input/tc.190]
t491,[],-P [ 0 0 0 < ../inputs/input/tc.191]
t492,[],-P [ 0 0 0 < ../inputs/input/tc.192]
t493,[],-P [ 1 0 0 < ../inputs/input/tc.193]
t494,[],-P [ 0 0 0 < ../inputs/input/tc.194]
t495,[],-P [ 2 0 0 < ../inputs/input/tc.195]
t496,[],-P [ 4 3 2 < ../inputs/input/tc.196]
t497,[],-P [ 1 2 2 < ../inputs/input/tc.197]
t498,[],-P [ 2 2 4 < ../inputs/input/tc.198]
t499,[],-P [ 1 4 1 < ../inputs/input/tc.199]
t500,[],-P [ 3 0 0 < ../inputs/input/tc.200]
t501,[],-P [ 0 0 0 < ../inputs/input/tc.201]
t502,[],-P [ 0 0 0 < ../inputs/input/tc.202]
t503,[],-P [ 0 0 0 < ../inputs/input/tc.203]
t504,[],-P [ 0 1 0 < ../inputs/input/tc.204]
t505,[],-P [ 0 2 0 < ../inputs/input/tc.205]
t506,[],-P [ 0 0 3 < ../inputs/input/tc.206]
t507,[],-P [ 0 0 2 < ../inputs/input/tc.207]
t508,[],-P [ 3 2 4 < ../inputs/input/tc.208]
t509,[],-P [ 0 0 4 < ../inputs/input/tc.209]
t510,[],-P [ 0 4 0 < ../inputs/input/tc.210]
t511,[],-P [ 0 0 0 < ../inputs/input/tc.211]
t512,[],-P [ 0 0 0 < ../inputs/input/tc.212]
t513,[],-P [ 3 0 0 < ../inputs/input/tc.213]
t514,[],-P [ 0 0 0 < ../inputs/input/tc.214]
t515,[],-P [ 1 0 0 < ../inputs/input/tc.215]
t516,[],-P [ 4 3 2 < ../inputs/input/tc.216]
t517,[],-P [ 2 3 2 < ../inputs/input/tc.217]
t518,[],-P [ 0 0 1 < ../inputs/input/tc.218]
t519,[],-P [ 0 0 0 < ../inputs/input/tc.219]
t520,[],-P [ 0 0 0 < ../inputs/input/tc.220]
t521,[],-P [ 3 3 3 < ../inputs/input/tc.221]
t522,[],-P [ 0 0 0 < ../inputs/input/tc.222]
t523,[],-P [ 0 0 0 < ../inputs/input/tc.223]
t524,[],-P [ 0 0 0 < ../inputs/input/tc.224]
t525,[],-P [ 0 0 0 < ../inputs/input/tc.225]
t526,[],-P [ 1 0 0 < ../inputs/input/tc.226]
t527,[],-P [ 1 3 3 < ../inputs/input/tc.227]
t528,[],-P [ 0 1 0 < ../inputs/input/tc.228]
t529,[],-P [ 0 0 0 < ../inputs/input/tc.229]
t530,[],-P [ 0 0 0 < ../inputs/input/tc.230]
t531,[],-P [ 4 3 4 < ../inputs/input/tc.231]
t532,[],-P [ 0 0 2 < ../inputs/input/tc.232]
t533,[],-P [ 3 3 4 < ../inputs/input/tc.233]
t534,[],-P [ 0 0 0 < ../inputs/input/tc.234]
t535,[],-P [ 0 0 0 < ../inputs/input/tc.235]
t536,[],-P [ 3 0 0 < ../inputs/input/tc.236]
t537,[],-P [ 0 0 0 < ../inputs/input/tc.237]
t538,[],-P [ 0 0 3 < ../inputs/input/tc.238]
t539,[],-P [ 3 0 0 < ../inputs/input/tc.239]
t540,[],-P [ 0 0 0 < ../inputs/input/tc.240]
t541,[],-P [ 0 0 0 < ../inputs/input/tc.241]
t542,[],-P [ 4 4 4 < ../inputs/input/tc.242]
t543,[],-P [ 0 3 0 < ../inputs/input/tc.243]
t544,[],-P [ 0 0 0 < ../inputs/input/tc.244]
t545,[],-P [ 0 0 0 < ../inputs/input/tc.245]
t546,[],-P [ 2 0 0 < ../inputs/input/tc.246]
t547,[],-P [ 4 0 0 < ../inputs/input/tc.247]
t548,[],-P [ 0 0 0 < ../inputs/input/tc.248]
t549,[],-P [ 0 0 0 < ../inputs/input/tc.249]
t550,[],-P [ 0 0 0 < ../inputs/input/tc.250]
t551,[],-P [ 0 0 0 < ../inputs/input/tc.251]
t552,[],-P [ 0 0 0 < ../inputs/input/tc.252]
t553,[],-P [ 0 0 0 < ../inputs/input/tc.253]
t554,[],-P [ 0 4 0 < ../inputs/input/tc.254]
t555,[],-P [ 0 0 0 < ../inputs/input/tc.255]
t556,[],-P [ 0 0 0 < ../inputs/input/tc.256]
t557,[],-P [ 0 0 0 < ../inputs/input/tc.257]
t558,[],-P [ 0 0 0 < ../inputs/input/tc.258]
t559,[],-P [ 3 0 0 < ../inputs/input/tc.259]
t560,[],-P [ 0 0 0 < ../inputs/input/tc.260]
t561,[],-P [ 0 0 0 < ../inputs/input/tc.261]
t562,[],-P [ 2 3 4 < ../inputs/input/tc.262]
t563,[],-P [ 0 0 0 < ../inputs/input/tc.263]
t564,[],-P [ 0 0 2 < ../inputs/input/tc.264]
t565,[],-P [ 0 0 0 < ../inputs/input/tc.265]
t566,[],-P [ 0 0 1 < ../inputs/input/tc.266]
t567,[],-P [ 0 0 0 < ../inputs/input/tc.267]
t568,[],-P [ 0 0 0 < ../inputs/input/tc.268]
t569,[],-P [ 0 0 0 < ../inputs/input/tc.269]
t570,[],-P [ 0 0 4 < ../inputs/input/tc.270]
t571,[],-P [ 0 2 0 < ../inputs/input/tc.271]
t572,[],-P [ 0 0 0 < ../inputs/input/tc.272]
t573,[],-P [ 0 0 0 < ../inputs/input/tc.273]
t574,[],-P [ 0 0 0 < ../inputs/input/tc.274]
t575,[],-P [ 0 0 0 < ../inputs/input/tc.275]
t576,[],-P [ 0 3 0 < ../inputs/input/tc.276]
t577,[],-P [ 0 0 0 < ../inputs/input/tc.277]
t578,[],-P [ 0 0 0 < ../inputs/input/tc.278]
t579,[],-P [ 0 0 0 < ../inputs/input/tc.279]
t580,[],-P [ 0 0 0 < ../inputs/input/tc.280]
t581,[],-P [ 0 0 0 < ../inputs/input/tc.281]
t582,[],-P [ 0 0 0 < ../inputs/input/tc.282]
t583,[],-P [ 0 0 0 < ../inputs/input/tc.283]
t584,[],-P [ 0 0 0 < ../inputs/input/tc.284]
t585,[],-P [ 0 0 0 < ../inputs/input/tc.285]
t586,[],-P [ 0 0 0 < ../inputs/input/tc.286]
t587,[],-P [ 2 0 0 < ../inputs/input/tc.287]
t588,[],-P [ 0 0 0 < ../inputs/input/tc.288]
t589,[],-P [ 0 0 0 < ../inputs/input/tc.289]
t590,[],-P [ 0 0 4 < ../inputs/input/tc.290]
t591,[],-P [ 0 0 0 < ../inputs/input/tc.291]
t592,[],-P [ 0 3 0 < ../inputs/input/tc.292]
t593,[],-P [ 0 0 0 < ../inputs/input/tc.293]
t594,[],-P [ 0 0 0 < ../inputs/input/tc.294]
t595,[],-P [ 0 2 0 < ../inputs/input/tc.295]
t596,[],-P [ 0 0 1 < ../inputs/input/tc.296]
t597,[],-P [ 1 4 2 < ../inputs/input/tc.297]
t598,[],-P [ 0 0 0 < ../inputs/input/tc.298]
t599,[],-P [ 0 3 0 < ../inputs/input/tc.299]
t600,[],-P [ 0 0 0 < ../inputs/input/tc.300]
t601,[],-P [ 5 4 2 < ../inputs/input/dat000]
t602,[],-P [ 2 5 2 < ../inputs/input/dat001]
t603,[],-P [ 0 3 2 < ../inputs/input/dat002]
t604,[],-P [ 5 3 2 < ../inputs/input/dat003]
t605,[],-P [ 3 2 1 < ../inputs/input/dat004]
t606,[],-P [ 1 1 5 < ../inputs/input/dat005]
t607,[],-P [ 2 0 4 < ../inputs/input/dat006]
t608,[],-P [ 2 4 4 < ../inputs/input/dat007]
t609,[],-P [ 1 3 2 < ../inputs/input/dat008]
t610,[],-P [ 5 0 3 < ../inputs/input/dat009]
t611,[],-P [ 3 2 3 < ../inputs/input/dat010]
t612,[],-P [ 2 5 4 < ../inputs/input/dat011]
t613,[],-P [ 3 4 0 < ../inputs/input/dat012]
t614,[],-P [ 3 4 2 < ../inputs/input/dat013]
t615,[],-P [ 1 1 1 < ../inputs/input/dat014]
t616,[],-P [ 1 5 1 < ../inputs/input/dat015]
t617,[],-P [ 3 2 3 < ../inputs/input/dat016]
t618,[],-P [ 2 4 2 < ../inputs/input/dat017]
t619,[],-P [ 1 5 2 < ../inputs/input/dat018]
t620,[],-P [ 0 0 5 < ../inputs/input/dat019]
t621,[],-P [ 3 4 3 < ../inputs/input/dat020]
t622,[],-P [ 4 1 3 < ../inputs/input/dat021]
t623,[],-P [ 0 3 0 < ../inputs/input/dat022]
t624,[],-P [ 1 1 3 < ../inputs/input/dat023]
t625,[],-P [ 5 5 1 < ../inputs/input/dat024]
t626,[],-P [ 2 1 3 < ../inputs/input/dat025]
t627,[],-P [ 2 2 5 < ../inputs/input/dat026]
t628,[],-P [ 5 1 1 < ../inputs/input/dat027]
t629,[],-P [ 2 5 1 < ../inputs/input/dat028]
t630,[],-P [ 1 1 3 < ../inputs/input/dat029]
t631,[],-P [ 5 3 0 < ../inputs/input/dat030]
t632,[],-P [ 3 4 1 < ../inputs/input/dat031]
t633,[],-P [ 2 0 3 < ../inputs/input/dat032]
t634,[],-P [ 2 2 1 < ../inputs/input/dat033]
t635,[],-P [ 2 0 4 < ../inputs/input/dat034]
t636,[],-P [ 4 2 4 < ../inputs/input/dat035]
t637,[],-P [ 5 1 0 < ../inputs/input/dat036]
t638,[],-P [ 1 0 3 < ../inputs/input/dat037]
t639,[],-P [ 2 5 5 < ../inputs/input/dat038]
t640,[],-P [ 5 4 0 < ../inputs/input/dat039]
t641,[],-P [ 4 2 2 < ../inputs/input/dat040]
t642,[],-P [ 4 4 3 < ../inputs/input/dat041]
t643,[],-P [ 3 3 4 < ../inputs/input/dat042]
t644,[],-P [ 1 1 4 < ../inputs/input/dat043]
t645,[],-P [ 2 2 1 < ../inputs/input/dat044]
t646,[],-P [ 1 1 3 < ../inputs/input/dat045]
t647,[],-P [ 3 3 4 < ../inputs/input/dat046]
t648,[],-P [ 5 2 0 < ../inputs/input/dat047]
t649,[],-P [ 3 4 1 < ../inputs/input/dat048]
t650,[],-P [ 0 1 1 < ../inputs/input/dat049]
t651,[],-P [ 1 1 2 < ../inputs/input/dat050]
t652,[],-P [ 4 4 5 < ../inputs/input/dat051]
t653,[],-P [ 4 4 2 < ../inputs/input/dat052]
t654,[],-P [ 5 0 3 < ../inputs/input/dat053]
t655,[],-P [ 4 1 2 < ../inputs/input/dat054]
t656,[],-P [ 1 5 5 < ../inputs/input/dat055]
t657,[],-P [ 0 3 1 < ../inputs/input/dat056]
t658,[],-P [ 0 4 3 < ../inputs/input/dat057]
t659,[],-P [ 1 3 2 < ../inputs/input/dat058]
t660,[],-P [ 4 0 1 < ../inputs/input/dat059]
t661,[],-P [ 2 0 3 < ../inputs/input/dat060]
t662,[],-P [ 4 4 5 < ../inputs/input/dat061]
t663,[],-P [ 5 5 0 < ../inputs/input/dat062]
t664,[],-P [ 1 0 1 < ../inputs/input/dat063]
t665,[],-P [ 1 5 1 < ../inputs/input/dat064]
t666,[],-P [ 3 2 0 < ../inputs/input/dat065]
t667,[],-P [ 0 3 2 < ../inputs/input/dat066]
t668,[],-P [ 4 2 2 < ../inputs/input/dat067]
t669,[],-P [ 3 5 1 < ../inputs/input/dat068]
t670,[],-P [ 0 4 3 < ../inputs/input/dat069]
t671,[],-P [ 1 0 1 < ../inputs/input/dat070]
t672,[],-P [ 1 2 2 < ../inputs/input/dat071]
t673,[],-P [ 5 1 0 < ../inputs/input/dat072]
t674,[],-P [ 4 2 1 < ../inputs/input/dat073]
t675,[],-P [ 5 3 0 < ../inputs/input/dat074]
t676,[],-P [ 5 4 3 < ../inputs/input/dat075]
t677,[],-P [ 3 3 4 < ../inputs/input/dat076]
t678,[],-P [ 1 2 1 < ../inputs/input/dat077]
t679,[],-P [ 4 3 3 < ../inputs/input/dat078]
t680,[],-P [ 0 1 0 < ../inputs/input/dat079]
t681,[],-P [ 0 5 5 < ../inputs/input/dat080]
t682,[],-P [ 3 1 5 < ../inputs/input/dat081]
t683,[],-P [ 0 5 1 < ../inputs/input/dat082]
t684,[],-P [ 1 1 3 < ../inputs/input/dat083]
t685,[],-P [ 3 1 3 < ../inputs/input/dat084]
t686,[],-P [ 4 4 0 < ../inputs/input/dat085]
t687,[],-P [ 1 0 3 < ../inputs/input/dat086]
t688,[],-P [ 5 1 0 < ../inputs/input/dat087]
t689,[],-P [ 0 2 2 < ../inputs/input/dat088]
t690,[],-P [ 0 4 4 < ../inputs/input/dat089]
t691,[],-P [ 5 5 4 < ../inputs/input/dat090]
t692,[],-P [ 0 2 1 < ../inputs/input/dat091]
t693,[],-P [ 2 5 2 < ../inputs/input/dat092]
t694,[],-P [ 1 1 5 < ../inputs/input/dat093]
t695,[],-P [ 2 3 1 < ../inputs/input/dat094]
t696,[],-P [ 5 1 0 < ../inputs/input/dat095]
t697,[],-P [ 5 4 1 < ../inputs/input/dat096]
t698,[],-P [ 5 5 1 < ../inputs/input/dat097]
t699,[],-P [ 3 2 1 < ../inputs/input/dat098]
t700,[],-P [ 0 5 3 < ../inputs/input/dat099]
t701,[],-P [ 0 1 2 < ../inputs/input/dat100]
t702,[],-P [ 2 5 0 < ../inputs/input/dat101]
t703,[],-P [ 1 2 3 < ../inputs/input/dat102]
t704,[],-P [ 2 4 4 < ../inputs/input/dat103]
t705,[],-P [ 2 0 0 < ../inputs/input/dat104]
t706,[],-P [ 2 4 1 < ../inputs/input/dat105]
t707,[],-P [ 5 2 4 < ../inputs/input/dat106]
t708,[],-P [ 0 5 3 < ../inputs/input/dat107]
t709,[],-P [ 3 2 2 < ../inputs/input/dat108]
t710,[],-P [ 3 5 5 < ../inputs/input/dat109]
t711,[],-P [ 5 0 3 < ../inputs/input/dat110]
t712,[],-P [ 2 4 5 < ../inputs/input/dat111]
t713,[],-P [ 3 5 1 < ../inputs/input/dat112]
t714,[],-P [ 0 3 1 < ../inputs/input/dat113]
t715,[],-P [ 1 1 3 < ../inputs/input/dat114]
t716,[],-P [ 1 5 4 < ../inputs/input/dat115]
t717,[],-P [ 3 1 2 < ../inputs/input/dat116]
t718,[],-P [ 1 5 5 < ../inputs/input/dat117]
t719,[],-P [ 1 3 5 < ../inputs/input/dat118]
t720,[],-P [ 2 1 1 < ../inputs/input/dat119]
t721,[],-P [ 4 2 3 < ../inputs/input/dat120]
t722,[],-P [ 4 4 1 < ../inputs/input/dat121]
t723,[],-P [ 1 1 2 < ../inputs/input/dat122]
t724,[],-P [ 1 4 3 < ../inputs/input/dat123]
t725,[],-P [ 0 1 4 < ../inputs/input/dat124]
t726,[],-P [ 0 4 3 < ../inputs/input/dat125]
t727,[],-P [ 3 5 5 < ../inputs/input/dat126]
t728,[],-P [ 5 3 5 < ../inputs/input/dat127]
t729,[],-P [ 1 5 1 < ../inputs/input/dat128]
t730,[],-P [ 0 5 1 < ../inputs/input/dat129]
t731,[],-P [ 4 3 1 < ../inputs/input/dat130]
t732,[],-P [ 4 4 4 < ../inputs/input/dat131]
t733,[],-P [ 4 2 3 < ../inputs/input/dat132]
t734,[],-P [ 2 3 3 < ../inputs/input/dat133]
t735,[],-P [ 0 4 5 < ../inputs/input/dat134]
t736,[],-P [ 5 3 2 < ../inputs/input/dat135]
t737,[],-P [ 2 5 5 < ../inputs/input/dat136]
t738,[],-P [ 3 2 2 < ../inputs/input/dat137]
t739,[],-P [ 0 3 3 < ../inputs/input/dat138]
t740,[],-P [ 2 4 5 < ../inputs/input/dat139]
t741,[],-P [ 0 4 5 < ../inputs/input/dat140]
t742,[],-P [ 4 0 3 < ../inputs/input/dat141]
t743,[],-P [ 1 0 2 < ../inputs/input/dat142]
t744,[],-P [ 5 3 5 < ../inputs/input/dat143]
t745,[],-P [ 5 5 4 < ../inputs/input/dat144]
t746,[],-P [ 1 3 5 < ../inputs/input/dat145]
t747,[],-P [ 5 4 0 < ../inputs/input/dat146]
t748,[],-P [ 3 0 1 < ../inputs/input/dat147]
t749,[],-P [ 5 4 4 < ../inputs/input/dat148]
t750,[],-P [ 3 5 3 < ../inputs/input/dat149]
t751,[],-P [ 1 0 3 < ../inputs/input/dat150]
t752,[],-P [ 2 0 5 < ../inputs/input/dat151]
t753,[],-P [ 5 3 2 < ../inputs/input/dat152]
t754,[],-P [ 2 1 0 < ../inputs/input/dat153]
t755,[],-P [ 1 4 0 < ../inputs/input/dat154]
t756,[],-P [ 4 1 5 < ../inputs/input/dat155]
t757,[],-P [ 1 3 5 < ../inputs/input/dat156]
t758,[],-P [ 5 4 5 < ../inputs/input/dat157]
t759,[],-P [ 4 0 2 < ../inputs/input/dat158]
t760,[],-P [ 2 0 0 < ../inputs/input/dat159]
t761,[],-P [ 1 1 1 < ../inputs/input/dat160]
t762,[],-P [ 4 3 4 < ../inputs/input/dat161]
t763,[],-P [ 0 2 1 < ../inputs/input/dat162]
t764,[],-P [ 4 5 4 < ../inputs/input/dat163]
t765,[],-P [ 4 1 5 < ../inputs/input/dat164]
t766,[],-P [ 3 4 4 < ../inputs/input/dat165]
t767,[],-P [ 4 5 1 < ../inputs/input/dat166]
t768,[],-P [ 1 0 1 < ../inputs/input/dat167]
t769,[],-P [ 4 5 3 < ../inputs/input/dat168]
t770,[],-P [ 2 3 0 < ../inputs/input/dat169]
t771,[],-P [ 5 0 5 < ../inputs/input/dat170]
t772,[],-P [ 2 4 4 < ../inputs/input/dat171]
t773,[],-P [ 5 0 2 < ../inputs/input/dat172]
t774,[],-P [ 2 5 4 < ../inputs/input/dat173]
t775,[],-P [ 0 2 3 < ../inputs/input/dat174]
t776,[],-P [ 4 1 5 < ../inputs/input/dat175]
t777,[],-P [ 4 2 0 < ../inputs/input/dat176]
t778,[],-P [ 5 3 0 < ../inputs/input/dat177]
t779,[],-P [ 5 4 2 < ../inputs/input/dat178]
t780,[],-P [ 4 2 3 < ../inputs/input/dat179]
t781,[],-P [ 3 5 0 < ../inputs/input/dat180]
t782,[],-P [ 2 2 0 < ../inputs/input/dat181]
t783,[],-P [ 5 4 5 < ../inputs/input/dat182]
t784,[],-P [ 5 0 2 < ../inputs/input/dat183]
t785,[],-P [ 5 2 0 < ../inputs/input/dat184]
t786,[],-P [ 5 2 0 < ../inputs/input/dat185]
t787,[],-P [ 1 4 5 < ../inputs/input/dat186]
t788,[],-P [ 5 1 1 < ../inputs/input/dat187]
t789,[],-P [ 1 1 5 < ../inputs/input/dat188]
t790,[],-P [ 3 5 0 < ../inputs/input/dat189]
t791,[],-P [ 3 1 3 < ../inputs/input/dat190]
t792,[],-P [ 4 2 2 < ../inputs/input/dat191]
t793,[],-P [ 2 2 3 < ../inputs/input/dat192]
t794,[],-P [ 5 3 2 < ../inputs/input/dat193]
t795,[],-P [ 4 4 1 < ../inputs/input/dat194]
t796,[],-P [ 3 2 1 < ../inputs/input/dat195]
t797,[],-P [ 1 2 4 < ../inputs/input/dat196]
t798,[],-P [ 0 1 2 < ../inputs/input/dat197]
t799,[],-P [ 3 2 4 < ../inputs/input/dat198]
t800,[],-P [ 1 3 4 < ../inputs/input/dat199]
t801,[],-P [ 5 3 2 < ../inputs/input/dat200]
t802,[],-P [ 5 3 4 < ../inputs/input/dat201]
t803,[],-P [ 4 1 0 < ../inputs/input/dat202]
t804,[],-P [ 2 2 1 < ../inputs/input/dat203]
t805,[],-P [ 0 3 2 < ../inputs/input/dat204]
t806,[],-P [ 0 1 4 < ../inputs/input/dat205]
t807,[],-P [ 2 0 3 < ../inputs/input/dat206]
t808,[],-P [ 1 3 3 < ../inputs/input/dat207]
t809,[],-P [ 1 2 0 < ../inputs/input/dat208]
t810,[],-P [ 1 4 1 < ../inputs/input/dat209]
t811,[],-P [ 2 4 3 < ../inputs/input/dat210]
t812,[],-P [ 5 1 1 < ../inputs/input/dat211]
t813,[],-P [ 3 2 5 < ../inputs/input/dat212]
t814,[],-P [ 5 3 1 < ../inputs/input/dat213]
t815,[],-P [ 0 5 4 < ../inputs/input/dat214]
t816,[],-P [ 0 4 4 < ../inputs/input/dat215]
t817,[],-P [ 2 2 3 < ../inputs/input/dat216]
t818,[],-P [ 5 2 4 < ../inputs/input/dat217]
t819,[],-P [ 0 5 4 < ../inputs/input/dat218]
t820,[],-P [ 1 0 4 < ../inputs/input/dat219]
t821,[],-P [ 1 2 5 < ../inputs/input/dat220]
t822,[],-P [ 2 1 1 < ../inputs/input/dat221]
t823,[],-P [ 5 2 1 < ../inputs/input/dat222]
t824,[],-P [ 3 2 0 < ../inputs/input/dat223]
t825,[],-P [ 3 5 0 < ../inputs/input/dat224]
t826,[],-P [ 4 2 5 < ../inputs/input/dat225]
t827,[],-P [ 5 5 3 < ../inputs/input/dat226]
t828,[],-P [ 0 4 1 < ../inputs/input/dat227]
t829,[],-P [ 2 1 1 < ../inputs/input/dat228]
t830,[],-P [ 4 4 0 < ../inputs/input/dat229]
t831,[],-P [ 0 3 2 < ../inputs/input/dat230]
t832,[],-P [ 2 1 3 < ../inputs/input/dat231]
t833,[],-P [ 5 0 2 < ../inputs/input/dat232]
t834,[],-P [ 5 2 4 < ../inputs/input/dat233]
t835,[],-P [ 4 2 2 < ../inputs/input/dat234]
t836,[],-P [ 0 4 5 < ../inputs/input/dat235]
t837,[],-P [ 3 1 3 < ../inputs/input/dat236]
t838,[],-P [ 4 1 0 < ../inputs/input/dat237]
t839,[],-P [ 0 5 3 < ../inputs/input/dat238]
t840,[],-P [ 1 0 2 < ../inputs/input/dat239]
t841,[],-P [ 4 3 1 < ../inputs/input/dat240]
t842,[],-P [ 5 1 1 < ../inputs/input/dat241]
t843,[],-P [ 3 4 2 < ../inputs/input/dat242]
t844,[],-P [ 4 2 4 < ../inputs/input/dat243]
t845,[],-P [ 4 3 4 < ../inputs/input/dat244]
t846,[],-P [ 3 0 2 < ../inputs/input/dat245]
t847,[],-P [ 0 4 3 < ../inputs/input/dat246]
t848,[],-P [ 0 0 5 < ../inputs/input/dat247]
t849,[],-P [ 2 4 0 < ../inputs/input/dat248]
t850,[],-P [ 4 3 2 < ../inputs/input/dat249]
t851,[],-P [ 1 5 4 < ../inputs/input/dat250]
t852,[],-P [ 4 2 4 < ../inputs/input/dat251]
t853,[],-P [ 0 2 1 < ../inputs/input/dat252]
t854,[],-P [ 0 1 3 < ../inputs/input/dat253]
t855,[],-P [ 3 2 2 < ../inputs/input/dat254]
t856,[],-P [ 3 2 0 < ../inputs/input/dat255]
t857,[],-P [ 5 1 1 < ../inputs/input/dat256]
t858,[],-P [ 1 3 3 < ../inputs/input/dat257]
t859,[],-P [ 0 3 3 < ../inputs/input/dat258]
t860,[],-P [ 1 0 2 < ../inputs/input/dat259]
t861,[],-P [ 2 5 1 < ../inputs/input/dat260]
t862,[],-P [ 1 3 4 < ../inputs/input/dat261]
t863,[],-P [ 3 5 3 < ../inputs/input/dat262]
t864,[],-P [ 1 1 3 < ../inputs/input/dat263]
t865,[],-P [ 4 2 3 < ../inputs/input/dat264]
t866,[],-P [ 0 0 4 < ../inputs/input/dat265]
t867,[],-P [ 4 0 1 < ../inputs/input/dat266]
t868,[],-P [ 1 1 5 < ../inputs/input/dat267]
t869,[],-P [ 0 0 2 < ../inputs/input/dat268]
t870,[],-P [ 5 4 1 < ../inputs/input/dat269]
t871,[],-P [ 3 3 3 < ../inputs/input/dat270]
t872,[],-P [ 2 1 0 < ../inputs/input/dat271]
t873,[],-P [ 3 3 4 < ../inputs/input/dat272]
t874,[],-P [ 5 4 4 < ../inputs/input/dat273]
t875,[],-P [ 5 1 2 < ../inputs/input/dat274]
t876,[],-P [ 2 4 3 < ../inputs/input/dat275]
t877,[],-P [ 3 4 4 < ../inputs/input/dat276]
t878,[],-P [ 1 3 5 < ../inputs/input/dat277]
t879,[],-P [ 5 4 4 < ../inputs/input/dat278]
t880,[],-P [ 1 1 4 < ../inputs/input/dat279]
t881,[],-P [ 0 3 0 < ../inputs/input/dat280]
t882,[],-P [ 1 1 5 < ../inputs/input/dat281]
t883,[],-P [ 4 5 2 < ../inputs/input/dat282]
t884,[],-P [ 3 3 2 < ../inputs/input/dat283]
t885,[],-P [ 2 4 2 < ../inputs/input/dat284]
t886,[],-P [ 4 4 5 < ../inputs/input/dat285]
t887,[],-P [ 2 1 0 < ../inputs/input/dat286]
t888,[],-P [ 1 4 1 < ../inputs/input/dat287]
t889,[],-P [ 5 1 5 < ../inputs/input/dat288]
t890,[],-P [ 1 0 1 < ../inputs/input/dat289]
t891,[],-P [ 3 2 0 < ../inputs/input/dat290]
t892,[],-P [ 3 1 3 < ../inputs/input/dat291]
t893,[],-P [ 5 2 5 < ../inputs/input/dat292]
t894,[],-P [ 3 2 0 < ../inputs/input/dat293]
t895,[],-P [ 2 1 5 < ../inputs/input/dat294]
t896,[],-P [ 4 0 1 < ../inputs/input/dat295]
t897,[],-P [ 0 4 2 < ../inputs/input/dat296]
t898,[],-P [ 0 5 0 < ../inputs/input/dat297]
t899,[],-P [ 4 5 1 < ../inputs/input/dat298]
t900,[],-P [ 5 1 5 < ../inputs/input/dat299]
t901,[],-P [ 0 1 3 < ../inputs/input/dat300]
t902,[],-P [ 0 0 1 < ../inputs/input/dat301]
t903,[],-P [ 0 0 3 < ../inputs/input/dat302]
t904,[],-P [ 3 0 5 < ../inputs/input/dat303]
t905,[],-P [ 5 3 2 < ../inputs/input/dat304]
t906,[],-P [ 3 5 1 < ../inputs/input/dat305]
t907,[],-P [ 2 1 1 < ../inputs/input/dat306]
t908,[],-P [ 2 2 1 < ../inputs/input/dat307]
t909,[],-P [ 0 2 1 < ../inputs/input/dat308]
